Age,Gender,Education,Income Level,Emp Experience,Home Ownership,Loan Amount,Loan Intent,Interest Rate,Credit Score
22,female,High School,50000,0,Own,1000,Personal,6.99,609
26,female,Bachelor,79000,0,Rent,4800,Home Renovate,13.72,679
24,male,Associate,79000,1,Rent,4800,Personal,7.88,565
24,female,High School,50000,1,Mortgage,2500,Venture,7.29,655
25,female,High School,79000,4,Rent,4800,Home Renovate,13.49,667
21,male,High School,50000,0,Mortgage,3000,Personal,5.79,632
21,male,High School,51000,0,Mortgage,8200,Personal,6.91,619
23,female,High School,43000,0,Mortgage,5000,Education,12.98,660
22,male,Master,50000,0,Mortgage,6000,Education,11.86,669
23,male,Bachelor,84000,0,Rent,4800,Medical,10.75,647
23,female,Bachelor,85000,2,Rent,4800,Personal,11.01,578
26,female,Master,87000,0,Rent,4800,Home Renovate,11.86,692
24,male,High School,87000,1,Rent,4800,Home Renovate,7.14,557
22,female,High School,82000,0,Rent,4800,Debt Settlement,16.7,689
24,female,Bachelor,84000,1,Rent,4800,Debt Settlement,15.21,612
22,male,High School,91000,0,Rent,4800,Debt Settlement,12.21,596
24,male,High School,50000,0,Own,10000,Home Renovate,15.33,628
24,female,Master,50000,0,Mortgage,9000,Debt Settlement,9.88,688
23,female,High School,50000,2,Mortgage,10000,Venture,14.96,651
22,male,Associate,50000,1,Mortgage,7750,Debt Settlement,9.88,660
23,female,Bachelor,104000,0,Rent,4800,Venture,9.62,640
26,male,Bachelor,108000,5,Rent,4800,Education,5.99,620
21,female,Bachelor,109000,0,Rent,4800,Education,9.62,610
23,female,Master,112000,0,Rent,4800,Medical,10,704
22,male,Associate,50000,0,Own,2500,Medical,14.96,560
26,female,Bachelor,115000,5,Rent,4800,Debt Settlement,11.01,654
22,male,Associate,50000,1,Mortgage,6000,Venture,8.59,690
24,female,Master,125000,3,Rent,4800,Venture,10.74,678
24,female,Associate,127000,2,Rent,4800,Home Renovate,11.01,643
22,male,Associate,50000,0,Mortgage,3000,Education,12.18,684
21,male,Bachelor,50000,0,Own,5000,Personal,7.74,678
22,female,Bachelor,139000,0,Rent,4800,Medical,7.88,651
25,male,High School,145000,0,Rent,4800,Personal,14.22,542
23,male,Bachelor,50000,2,Mortgage,6000,Debt Settlement,9.32,616
24,female,Bachelor,151000,0,Rent,4800,Personal,6.76,568
23,female,Master,50000,1,Mortgage,4500,Venture,10.95,643
22,female,Master,29000,0,Rent,4850,Venture,14.27,696
24,male,Associate,49000,5,Rent,4850,Education,6.62,672
24,female,Associate,66000,2,Rent,4850,Home Renovate,8.49,616
23,male,Master,50000,2,Mortgage,7500,Medical,10.71,717
23,male,Master,50000,0,Mortgage,5500,Debt Settlement,10.71,657
25,male,Associate,27000,0,Rent,4900,Education,13.72,662
21,female,High School,50000,0,Mortgage,24250,Venture,10.75,644
25,female,Bachelor,50000,0,Own,4000,Venture,6.76,652
25,female,Bachelor,50000,0,Own,12000,Personal,11.01,615
23,female,Associate,115000,0,Rent,10000,Personal,10.99,626
26,male,Associate,50000,5,Mortgage,16000,Venture,10.95,650
23,female,High School,50000,3,Mortgage,10000,Venture,9.32,656
25,male,Master,101000,2,Rent,10000,Education,13.22,648
23,male,Bachelor,116000,3,Rent,10000,Personal,10.65,645
26,male,Associate,117000,4,Rent,10000,Home Renovate,19.69,654
21,female,Master,50000,0,Mortgage,5700,Debt Settlement,12.99,678
24,female,High School,51000,5,Own,5600,Personal,6.03,692
24,female,Associate,50000,1,Own,9200,Venture,12.42,592
23,male,Bachelor,117000,4,Rent,10000,Education,13.99,547
24,male,Bachelor,119000,2,Rent,10000,Home Renovate,7.51,587
25,female,Master,118000,2,Rent,10000,Debt Settlement,12.69,595
23,female,Associate,50000,0,Mortgage,16000,Education,11.83,651
26,male,Associate,120000,4,Rent,10000,Personal,7.29,686
25,male,High School,120000,0,Rent,10000,Personal,14.65,661
21,male,Bachelor,50000,0,Own,8000,Personal,11.48,479
24,male,Associate,107000,2,Rent,10000,Debt Settlement,14.84,610
22,female,Bachelor,121000,1,Rent,10000,Education,9.32,599
22,male,Bachelor,121000,0,Rent,10000,Education,10.65,559
24,male,Associate,121000,1,Rent,10000,Personal,7.51,622
25,male,High School,121000,6,Rent,10000,Venture,6.62,649
25,male,High School,107000,2,Rent,10000,Education,17.88,640
24,female,Master,121000,4,Rent,10000,Home Renovate,16.4,599
21,male,High School,106000,0,Rent,10000,Venture,17.93,616
23,male,Bachelor,121000,0,Rent,10000,Personal,11.46,614
21,male,High School,124000,0,Rent,10000,Education,11.01,616
23,female,Bachelor,51000,0,Own,7200,Venture,11.01,671
26,male,Bachelor,124000,2,Rent,10000,Medical,8.59,638
25,female,Associate,130000,4,Rent,10000,Venture,8.38,541
24,female,Bachelor,51000,2,Mortgage,8500,Education,7.14,612
23,male,High School,130000,0,Rent,10000,Medical,7.66,604
26,female,High School,116000,0,Rent,10000,Education,15.28,605
25,male,Bachelor,51000,2,Mortgage,1600,Education,13.11,654
23,male,High School,119000,0,Rent,10000,Education,16.4,653
25,male,Bachelor,51000,1,Own,4400,Medical,7.29,646
23,female,High School,133000,2,Rent,10000,Debt Settlement,7.88,637
22,male,Master,51000,2,Own,12000,Education,12.42,728
22,female,Bachelor,51000,0,Mortgage,6800,Debt Settlement,10.59,605
23,female,High School,51000,0,Mortgage,7000,Education,13.43,512
26,female,Master,136000,6,Rent,10000,Home Renovate,13.72,666
24,male,Bachelor,51000,4,Mortgage,10000,Home Renovate,8.94,625
22,female,Bachelor,51000,0,Mortgage,3000,Education,15.05,658
24,male,High School,139000,1,Rent,10000,Personal,8.94,624
22,male,Bachelor,51000,0,Own,14400,Personal,11.01,685
25,male,Associate,51000,3,Mortgage,4000,Home Renovate,5.99,588
25,female,Bachelor,139000,3,Rent,10000,Medical,7.29,698
22,male,Bachelor,51000,0,Own,20000,Venture,11.12,671
25,male,High School,51000,5,Own,5000,Venture,7.51,540
25,female,Bachelor,139000,0,Rent,10000,Medical,10.37,709
21,female,High School,44000,2,Mortgage,2400,Home Renovate,11.01,507
25,male,High School,140000,3,Rent,10000,Debt Settlement,14.26,534
22,female,High School,51000,1,Mortgage,5000,Debt Settlement,6.03,635
22,female,Associate,51000,2,Mortgage,3100,Venture,6.76,687
22,male,High School,52000,0,Mortgage,2500,Personal,6.91,480
21,male,Master,145000,0,Rent,10000,Debt Settlement,11.71,683
21,male,High School,145000,0,Rent,10000,Debt Settlement,9.99,626
26,female,Bachelor,145000,5,Rent,10000,Home Renovate,12.68,529
23,female,Associate,44000,2,Mortgage,3500,Home Renovate,13.35,618
24,female,Master,145000,1,Rent,10000,Medical,7.88,610
24,female,Bachelor,145000,3,Rent,10000,Home Renovate,13.61,675
23,female,Bachelor,111000,0,Rent,10000,Medical,11.01,614
25,male,Bachelor,145000,3,Rent,10000,Debt Settlement,9.32,576
23,male,Associate,145000,0,Rent,10000,Debt Settlement,11.66,665
24,male,Associate,52000,2,Mortgage,19200,Debt Settlement,7.9,584
26,male,Associate,148000,2,Rent,10000,Medical,10.65,677
25,male,Associate,51000,3,Mortgage,3000,Debt Settlement,9.91,605
23,male,High School,150000,3,Rent,10000,Personal,14.27,634
22,male,High School,51000,3,Mortgage,10500,Personal,14.65,588
26,male,Master,151000,5,Rent,10000,Venture,7.49,688
25,male,Bachelor,157000,3,Rent,10000,Home Renovate,7.49,539
22,female,Bachelor,44000,0,Mortgage,4000,Debt Settlement,12.69,643
21,male,Associate,44000,0,Mortgage,5000,Medical,14.27,618
25,female,Bachelor,51000,2,Mortgage,12000,Home Renovate,9.91,678
23,male,High School,51000,0,Mortgage,6000,Personal,16.77,609
25,male,High School,52000,0,Mortgage,13975,Venture,8.9,653
25,male,High School,159000,5,Rent,10000,Home Renovate,12.84,677
22,female,Bachelor,51000,0,Mortgage,15000,Education,13.49,661
22,female,High School,169000,0,Rent,10000,Education,9.99,617
24,male,Bachelor,169000,1,Rent,10000,Home Renovate,11.14,671
24,female,Master,51000,2,Mortgage,4900,Education,6.03,634
24,male,Associate,52000,0,Own,8000,Education,6.62,610
22,female,Associate,51000,0,Mortgage,5400,Venture,6.03,575
22,male,Associate,51000,2,Own,4800,Venture,11.01,629
26,male,Associate,175000,3,Rent,10000,Home Renovate,10.99,679
22,female,Bachelor,51000,2,Mortgage,3500,Venture,9.91,592
24,male,Bachelor,51000,1,Mortgage,8675,Education,7.51,696
23,female,Master,190000,3,Rent,10000,Education,12.69,678
25,male,Associate,52000,0,Own,18000,Education,11.01,602
22,male,High School,193000,0,Rent,10000,Venture,8.94,549
25,male,Bachelor,185000,1,Rent,10000,Debt Settlement,14.96,701
24,female,High School,199000,3,Rent,10000,Personal,9.2,666
24,female,Bachelor,51000,0,Mortgage,3125,Medical,8.9,586
25,male,Associate,211000,1,Rent,10000,Home Renovate,15.05,658
24,male,Bachelor,287000,2,Rent,10000,Venture,13.67,664
22,male,Bachelor,52000,1,Mortgage,9350,Debt Settlement,12.69,641
24,male,Master,51000,2,Mortgage,8000,Venture,6.62,697
24,male,High School,30000,2,Rent,9975,Education,11.48,690
22,male,Master,36000,0,Rent,9975,Education,11.01,645
24,female,Bachelor,56000,3,Rent,9975,Venture,13.11,720
22,female,High School,73000,2,Rent,9975,Venture,11.48,612
22,male,High School,51000,0,Mortgage,3000,Medical,6.03,626
23,female,Associate,79000,1,Rent,9975,Venture,7.51,667
23,male,Master,51000,0,Own,6500,Venture,6.03,679
22,female,Bachelor,87000,0,Rent,9975,Venture,10.99,615
22,male,Master,51000,0,Own,10000,Personal,6.03,601
25,female,Associate,51000,2,Mortgage,9100,Education,11.01,565
22,female,High School,100000,0,Rent,9975,Debt Settlement,11.01,592
25,male,Master,33000,0,Rent,4900,Venture,14.26,633
21,male,Master,51000,0,Own,5000,Education,17.49,588
22,male,Master,33000,0,Rent,9900,Education,11.71,690
22,male,Bachelor,37000,0,Rent,9875,Venture,7.29,645
23,male,High School,51000,0,Mortgage,8000,Education,10.99,585
26,male,Associate,35000,2,Rent,9800,Venture,7.29,675
22,female,Associate,40000,0,Rent,9800,Debt Settlement,11.01,660
25,female,High School,44000,3,Rent,9800,Education,10.36,641
23,male,Master,58000,0,Rent,9800,Debt Settlement,7.88,659
23,male,Associate,54000,2,Rent,9800,Education,7.51,662
24,male,Associate,51000,0,Mortgage,12000,Home Renovate,6.99,580
23,female,High School,54000,1,Rent,9800,Medical,13.11,657
24,female,High School,51000,1,Mortgage,1000,Personal,11.49,593
26,female,Associate,44000,0,Mortgage,11000,Education,10.59,578
24,female,Associate,65000,6,Rent,9800,Home Renovate,6.17,613
23,female,Master,73000,0,Rent,9800,Education,13.49,707
22,male,Bachelor,73000,1,Rent,9800,Personal,11.01,713
25,male,Bachelor,73000,2,Rent,9800,Personal,11.01,682
24,female,Bachelor,100000,1,Rent,9800,Medical,7.51,619
23,female,High School,80000,3,Rent,9800,Medical,15.7,599
22,male,Bachelor,51000,0,Own,7000,Venture,11.01,590
26,male,High School,112000,7,Rent,9800,Home Renovate,10.25,548
25,female,Bachelor,52000,2,Mortgage,7200,Education,14.79,672
26,female,Associate,130000,1,Rent,9800,Medical,8.9,670
23,male,Associate,44000,5,Mortgage,6725,Home Renovate,11.49,670
21,female,High School,51000,0,Mortgage,7000,Education,15.23,598
23,female,Master,45000,0,Rent,4900,Education,12.68,660
25,female,High School,40000,3,Rent,4900,Medical,11.49,586
23,female,Bachelor,51000,4,Rent,4900,Education,14.72,697
22,male,High School,52000,1,Mortgage,14750,Education,12.99,664
22,male,Master,51000,0,Mortgage,6000,Education,12.99,702
22,male,Master,52000,0,Mortgage,5000,Venture,6.99,636
26,female,Bachelor,44000,4,Mortgage,4500,Home Renovate,10.59,673
23,male,Associate,61000,0,Rent,4900,Education,8.49,555
21,male,High School,61000,0,Rent,4900,Education,8.94,587
24,male,Bachelor,63000,0,Rent,4900,Medical,9.99,588
23,male,Associate,66000,4,Rent,4900,Personal,11.01,670
23,male,Bachelor,51000,0,Mortgage,8000,Venture,5.42,569
24,male,Bachelor,85000,3,Rent,4900,Personal,9.99,678
23,male,Associate,51000,0,Mortgage,12000,Personal,15.23,574
21,male,High School,51000,0,Own,8000,Medical,9.99,568
24,male,High School,90000,0,Rent,4900,Personal,12.87,666
23,male,High School,129000,2,Rent,4900,Debt Settlement,8.94,642
25,male,Master,17000,5,Rent,4950,Home Renovate,9.63,660
22,female,Bachelor,19000,0,Rent,4950,Personal,8.9,680
24,female,Associate,51000,1,Mortgage,11000,Personal,5.42,675
24,female,Master,51000,3,Mortgage,10000,Personal,7.49,640
24,male,Associate,45000,0,Mortgage,4000,Medical,15.23,628
22,female,Associate,42000,1,Rent,4975,Debt Settlement,7.51,662
24,female,High School,91000,5,Rent,4975,Debt Settlement,6.76,526
22,male,High School,115000,2,Rent,4975,Medical,6.17,613
23,male,Associate,51000,0,Own,6000,Personal,5.42,545
23,male,Associate,34000,3,Rent,5000,Venture,8.94,675
22,female,Associate,35000,1,Rent,5000,Venture,17.51,655
24,male,Associate,52000,2,Mortgage,1200,Venture,11.49,611
22,female,High School,35000,0,Rent,5000,Medical,11.01,644
24,female,High School,51000,4,Mortgage,2500,Home Renovate,15.28,582
23,female,Associate,34000,1,Rent,5000,Debt Settlement,13.72,608
23,male,Bachelor,34000,3,Rent,5000,Medical,11.78,694
24,male,Master,35000,0,Rent,5000,Medical,7.68,649
25,male,Master,36000,3,Rent,5000,Education,8.9,652
22,female,Bachelor,35000,0,Rent,5000,Education,6.91,558
23,male,Bachelor,35000,1,Rent,5000,Education,11.49,636
23,female,Associate,51000,1,Mortgage,7600,Medical,6,652
22,male,Bachelor,51000,0,Mortgage,7050,Personal,11.01,607
23,female,Associate,36000,1,Rent,5000,Venture,13.11,565
23,male,Master,36000,1,Rent,5000,Education,14.84,684
24,female,High School,36000,0,Rent,5000,Education,10.99,625
23,male,Bachelor,37000,0,Rent,5000,Debt Settlement,7.66,696
22,female,Bachelor,37000,2,Rent,5000,Education,11.12,475
21,male,Associate,51000,1,Mortgage,2500,Debt Settlement,7.29,681
26,male,Associate,37000,5,Rent,5000,Education,12.42,546
25,female,High School,37000,6,Rent,5000,Education,7.9,604
24,male,High School,51000,2,Mortgage,22250,Debt Settlement,11.11,659
24,female,Associate,37000,2,Rent,5000,Debt Settlement,12.69,580
26,female,Associate,37000,3,Rent,5000,Personal,11.01,531
23,male,Bachelor,44000,0,Mortgage,10750,Home Renovate,11.01,608
22,male,High School,37000,2,Rent,5000,Education,11.01,641
23,male,Associate,37000,1,Rent,5000,Home Renovate,12.99,660
22,male,Master,51000,0,Own,9000,Venture,7.66,685
26,male,High School,37000,3,Rent,5000,Medical,11.01,665
22,male,High School,37000,0,Rent,5000,Home Renovate,8.88,614
23,male,High School,37000,0,Rent,5000,Education,11.01,568
25,male,Associate,37000,7,Rent,5000,Education,11.86,655
24,female,High School,51000,1,Own,12000,Venture,7.66,588
22,male,Bachelor,37000,1,Rent,5000,Education,11.49,602
23,male,Associate,37000,0,Rent,5000,Personal,11.86,681
21,female,High School,37000,0,Rent,5000,Venture,8.59,632
21,male,Associate,37000,1,Rent,5000,Personal,14.96,633
25,male,Master,52000,1,Mortgage,3250,Home Renovate,10,680
21,female,Master,37000,0,Rent,5000,Venture,13.92,552
24,male,Associate,37000,1,Rent,5000,Education,11.14,608
21,female,Bachelor,44000,3,Mortgage,14000,Education,6.54,625
26,female,Bachelor,37000,4,Rent,5000,Debt Settlement,14.42,597
23,female,High School,37000,1,Rent,5000,Personal,11.59,652
22,male,Associate,37000,0,Rent,5000,Education,10.33,624
23,male,High School,38000,2,Rent,5000,Education,11.12,660
25,female,Associate,51000,0,Mortgage,10000,Home Renovate,5.42,641
22,male,High School,51000,0,Own,12000,Education,11.01,642
22,male,High School,38000,0,Rent,5000,Venture,10,645
23,male,Master,52000,2,Mortgage,1500,Venture,6.17,607
26,female,High School,38000,6,Rent,5000,Education,14.96,680
22,female,Associate,38000,0,Rent,5000,Medical,10.62,621
25,female,Bachelor,38000,2,Rent,5000,Personal,8.94,565
26,female,Bachelor,38000,1,Rent,5000,Education,8.63,684
22,female,High School,39000,0,Rent,5000,Personal,7.51,640
25,female,High School,51000,0,Mortgage,3500,Venture,10.36,557
23,male,Bachelor,39000,2,Rent,5000,Debt Settlement,8,640
23,male,High School,52000,4,Mortgage,11000,Education,6.54,521
21,female,High School,51000,3,Own,12250,Venture,8.88,616
25,male,High School,40000,0,Rent,5000,Venture,14.27,622
23,male,High School,40000,0,Rent,5000,Home Renovate,12.69,690
26,male,Associate,40000,5,Rent,5000,Venture,6.03,658
22,male,Bachelor,44000,2,Mortgage,7000,Debt Settlement,14.84,595
23,female,High School,39000,2,Rent,5000,Debt Settlement,14.79,622
24,male,High School,51000,0,Mortgage,9250,Venture,11.12,679
26,female,Master,39000,6,Rent,5000,Debt Settlement,7.49,709
24,male,Bachelor,40000,1,Rent,5000,Medical,11.01,649
26,male,Bachelor,39000,6,Rent,5000,Personal,12.53,651
21,male,Bachelor,39000,0,Rent,5000,Education,7.68,647
24,female,High School,39000,5,Rent,5000,Debt Settlement,13.23,572
25,male,Bachelor,39000,1,Rent,5000,Debt Settlement,14.35,593
24,male,Bachelor,51000,2,Mortgage,12000,Personal,10.38,657
23,male,High School,40000,0,Rent,5000,Medical,11.01,624
24,male,Associate,51000,2,Mortgage,4200,Medical,13.23,656
24,female,High School,44000,4,Mortgage,6000,Home Renovate,7.14,646
22,female,High School,40000,0,Rent,5000,Personal,13.48,615
22,female,Associate,41000,3,Rent,5000,Debt Settlement,14.61,484
26,male,Associate,40000,5,Rent,5000,Medical,12.69,665
26,male,Associate,44000,0,Mortgage,6000,Home Renovate,11.49,682
23,female,High School,41000,1,Rent,5000,Personal,10.62,643
23,female,Bachelor,52000,2,Mortgage,11000,Debt Settlement,7.88,631
22,female,High School,41000,0,Rent,5000,Debt Settlement,10.25,590
24,female,High School,41000,2,Rent,5000,Medical,11.01,682
21,female,Bachelor,40000,0,Rent,5000,Education,12.84,611
24,female,Bachelor,52000,3,Own,3000,Medical,7.51,695
23,female,Bachelor,41000,3,Rent,5000,Personal,11.01,672
26,male,Bachelor,41000,5,Rent,5000,Debt Settlement,14.11,660
23,female,High School,42000,1,Rent,5000,Venture,13.49,681
21,male,High School,41000,0,Rent,5000,Education,13.49,599
21,male,Associate,51000,0,Mortgage,13750,Education,11.36,596
21,male,Bachelor,42000,0,Rent,5000,Personal,12.18,633
25,female,High School,42000,5,Rent,5000,Venture,9.38,663
24,male,Associate,51000,0,Mortgage,8500,Medical,7.51,649
25,male,Bachelor,42000,2,Rent,5000,Venture,11.01,685
23,male,Associate,42000,0,Rent,5000,Venture,7.88,638
21,male,High School,51000,0,Mortgage,3500,Education,7.51,640
22,female,Bachelor,42000,0,Rent,5000,Debt Settlement,8,571
25,male,Master,43000,3,Rent,5000,Venture,13.49,692
22,male,Master,42000,0,Rent,5000,Venture,11.01,658
23,female,Master,43000,0,Rent,5000,Home Renovate,10.99,600
23,male,Master,52000,3,Mortgage,10000,Education,14.59,590
24,female,Associate,43000,2,Rent,5000,Debt Settlement,11.49,581
22,female,High School,43000,0,Rent,5000,Personal,11.01,659
24,male,High School,43000,2,Rent,5000,Medical,11.71,635
25,male,Master,43000,0,Rent,5000,Medical,11.71,589
21,male,High School,43000,0,Rent,5000,Medical,10.65,588
22,female,Associate,43000,2,Rent,5000,Medical,11.71,667
23,female,Associate,43000,2,Rent,5000,Personal,6.99,660
26,male,Bachelor,36000,4,Rent,5000,Medical,12.99,661
25,male,High School,44000,3,Mortgage,10000,Medical,11.01,615
23,male,Bachelor,52000,2,Mortgage,5200,Education,10.25,589
22,female,Bachelor,43000,0,Rent,5000,Medical,11.01,624
23,female,High School,43000,1,Rent,5000,Medical,11.01,651
25,female,Associate,43000,7,Rent,5000,Medical,10.36,640
22,female,Associate,43000,1,Rent,5000,Debt Settlement,7.88,600
